dynamicProperties;occurrenceID;collectionID;catalogNumber;preparastions;recordedBy;identifiedBy;eventDate;country;stateProvince;county;locality;decimalLatitude;decimalLongitude;minimumElevationInMeters;scientificName;taxoank;individualCount;class;order;family;genus;SD;specificEpithet
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CA 88;94;M1.CA 88;Montaje en alfiler;A. Giraldo;SD;06/07/2002;Colombia ;Quindío;Armenia;SD;SD;SD;1500;Carcinophoridae;Familia;1;Insecta;Dermaptera;Carcinophoridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CA 89;94;M1.CA 89;Montaje en alfiler;Anderson A. Muñoz;SD;28/06/1999;Colombia ;Quindío;Armenia;SD;SD;SD;SD;Dermaptera;Orden;1;Insecta;Dermaptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CA 90;94;M1.CA 90;Montaje en alfiler;Arias H.L ;Arias H.L;19/04/2008;Colombia ;Quindío;Armenia;SD;SD;SD;1560;Dermaptera;Orden;1;Insecta;Dermaptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CA 91;94;M1.CA 91;Montaje en alfiler;Arias H.L ;Arias H.L;04/05/2008;Colombia ;Quindío;Armenia;SD;SD;SD;1498;Labiduridae;Familia;1;Insecta;Dermaptera;Labiduridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CA 92;94;M1.CA 92;Montaje en alfiler;Arias H.L ;Arias H.L;04/05/2008;Colombia ;Quindío;Armenia;SD;SD;SD;1498;Labiduridae;Familia;1;Insecta;Dermaptera;Labiduridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CA 93;94;M1.CA 93;Montaje en alfiler;Arias H.L ;Arias H.L;04/05/2008;Colombia ;Quindío;Armenia;SD;SD;SD;1498;Labiduridae;Familia;1;Insecta;Dermaptera;Labiduridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CA 94;94;M1.CA 94;Montaje en alfiler;SD;SD;04/05/2008;Colombia ;Quindío;Quimbaya;SD;SD;SD;1100;Forficulidae ;Familia;1;Insecta;Dermaptera;Forficulidae ;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB01;94;M1.CB. 01;Montaje en alfiler;M.Fonseca;SD;14/06/1999;Colombia ;Quindío;Armenia ;SD;SD;SD;1320;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB02;94;M1.CB. 02;Montaje en alfiler;P. Tellez;SD;00/10/1997;Colombia ;Valle del Cauca;Buenaventura;SD;SD;SD;1000;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB03;94;M1.CB. 03;Montaje en alfiler;M. Navarro;SD;03/04/1997;Colombia ;Quindío;Armenia ;SD;SD;SD;1500;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB04;94;M1.CB. 04;Montaje en alfiler;M. Fonseca;SD;04/05/1999;Colombia ;Quindío;Armenia ;SD;SD;SD;1450;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M1. CB05;94;M1.CB. 05;Montaje en alfiler;J. Ospina;SD;00/2002;Colombia ;Quindío;Filandia ;SD;SD;SD;1000;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB06;94;M1.CB. 06;Montaje en alfiler;Valencia;SD;14/09/1997;Colombia ;Risaralda;Pereira;SD;SD;SD;1900;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB07;94;M1.CB. 07;Montaje en alfiler;W. Parra;SD;00/2002;Colombia ;Quindío;Filandia ;SD;SD;SD;2800;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB08;94;M1.CB. 08;Montaje en alfiler;Pineda A;SD;28/05/1999;Colombia ;Quindío;Armenia ;SD;SD;SD;1500;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB09;94;M1.CB. 09;Montaje en alfiler;J. Sossa;SD;24/05/1999;Colombia ;Quindío;Armenia ;SD;SD;SD;SD;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB10;94;M1.CB. 10;Montaje en alfiler;G. Ramirez;SD;24/04/1999;Colombia ;Quindío;Quimbaya;SD;SD;SD;1450;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB11;94;M1.CB. 11;Montaje en alfiler;Pineda R. E;SD;04/07/1999;Colombia ;Quindío;Salento;SD;SD;SD;SD;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB12;94;M1.CB. 12;Montaje en alfiler;A.Zanabria;SD;06/06/1999;Colombia ;Quindío;Circasia;SD;SD;SD;1800;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB13;94;M1.CB. 13;Montaje en alfiler;C.Castañada;SD;16/05/1999;Colombia ;Quindío;Armenia ;SD;SD;SD;1450;Heteronemiidae;Familia;1;Insecta;Phasmida;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB14;94;M1.CB. 14;Montaje en alfiler;A. Quintero;SD;26/07/1999;Colombia ;Quindío;Armenia ;SD;SD;SD;1480;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB15;94;M1.CB. 15;Montaje en alfiler;Ramirez L.;Beltran, A - Ballón, A;SD;Colombia;Quindío;Circasia;SD;SD;SD;1780;Phasmatidae;Familia;1;Insecta;Phasmida;Phasmatidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB16;94;M1.CB. 16;Montaje en alfiler;Pineda. Zanabria;SD;06/06/1999;Colombia ;Quindío;Circasia;SD;SD;SD;SD;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB17;94;M1.CB. 17;Montaje en alfiler;SD;SD;SD;Colombia;SD;SD;San Juan ;SD;SD;SD;Phasmida;Orden;1;Insecta;Phasmida;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB18;94;M1.CB. 18;Montaje en alfiler;C. Gallego A. González;SD;09/05/1999;Colombia ;Quindío;Pijao;SD;SD;SD;1850;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB19;94;M1.CB. 19;Montaje en alfiler;M. Navarro;SD;01/09/1997;Colombia ;Quindío;Armenia ;SD;SD;SD;1500;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB20;94;M1.CB. 20;Montaje en alfiler;J. Sossa;SD;12/05/1999;Colombia ;Quindío;Salento;Boquía;SD;SD;1600;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB21;94;M1.CB. 21;Montaje en alfiler;L. Gallego;SD;26/06/1997;Colombia ;Quindío;Armenia ;SD;SD;SD;1480;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB22;94;M1.CB. 22;Montaje en alfiler;SD;SD;05/09/1997;Colombia ;Risaralda;Pereira;SD;SD;SD;1550;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB23;94;M1.CB. 23;Montaje en alfiler;J. Sossa;SD;01/05/1999;Colombia ;Quindío;Armenia ;SD;SD;SD;1450;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M1. CB24;94;M1.CB. 24;Montaje en alfiler;C. Alonso;SD;00/2002;Colombia ;Quindío;Filandia ;SD;SD;SD;1800;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB25;94;M1.CB. 25;Montaje en alfiler;SD;SD;SD;Colombia;SD;SD;SD;SD;SD;SD;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB26;94;M1.CB. 26;Montaje en alfiler;SD;SD;SD;Colombia;SD;SD;SD;SD;SD;SD;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1. CB27;94;M1.CB. 27;Montaje en alfiler;SD;SD;SD;Colombia;SD;SD;SD;SD;SD;SD;Insecta;Clase;1;Insecta;SD;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC01;94;M1.CC.01;Montaje en alfiler;Cardona, Cruz, Guevara;SD;11/03/2007;Colombia;Quindío;Salento;Boquia;SD;SD;SD;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CC02;94;M1.CC.02;Montaje en alfiler;Gómez. W., Marín. O;Gomez W., Marín O.;15/05/2005;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;70;Phasmatidae;Familia;1;Insecta;Phasmotodea;Phasmatidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC03;94;M1.CC.03;Montaje en alfiler;Chica A, Guevaral;SD;10/05/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Phasmattidae;Familia;1;Insecta;Phasmatodea;Phasmattidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC04;94;M1.CC.04;Montaje en alfiler;Gómez D. Marín O.;Méndez. D, Lopéz M.;14/10/2007;Colombia;Quindío;Salento;SD;SD;SD;2100;Phasmatidae;Familia;1;Insecta;Phasmatodea;Phasmatidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC05;94;M1.CC.05;Montaje en alfiler;Villegas M.;SD;SD;Colombia;Valle del Cauca;Buenaventura;SD;SD;SD;100;Phasmatidae;Familia;1;Insecta;Phasmatodea;Phasmatidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC06;94;M1.CC.06;Montaje en alfiler;E. Medina, A. villan;SD;02/12/1997;Colombia;Quindío;Calarcá;SD;SD;SD;1490;Phasmatidae;Familia;1;Insecta;Phasmida;Phasmatidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC07;94;M1.CC.07;Montaje en alfiler;J. Vargas;SD;12/09/1997;Colombia;Risaralda ;Pereira ;V. La suiza;SD;SD;1800;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC08;94;M1.CC.08;Montaje en alfiler;F. Torres;SD;12/09/1997;Colombia;Risaralda ;Pereira ;V. suiza;SD;SD;1800;Phasmatidae;Familia;1;Insecta;Phasmida;Phasmatidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CC09;94;M1.CC.09;Montaje en alfiler;Marin OH, Gomez WF;Marin OH, Gomez WF;19/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;1050;Heteronemiidae;Familia;1;Insecta;Phasmiatodea;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC10;94;M1.CC.10;Montaje en alfiler;Patiño- L, Arias . L. J;Romero- Z, Patiño-L;05/09/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1200;Diapheromeridae;Familia;1;Insecta;Phasmatodea;Diapheromeridae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CC11;94;M1.CC.11;Montaje en alfiler;Ramírez L.;Ramírez L, D;22/05/2005;Colombia;Quindío;Filandia;Bremen;SD;SD;1700;Phasmatidae;Familia;1;Insecta;Phasmida;Phasmatidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC12;94;M1.CC.12;Montaje en alfiler;Patiño- L, Arias . L. J;Romero,  Z.,  Patiño L.;09/05/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1200;Diapheromeridae;Familia;1;Insecta;Phasmatodea;Diapheromeridae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC13;94;M1.CC.13;Montaje en alfiler;C.Castañeda;SD;22/05/1999;Colombia;Quindío;Salento;SD;SD;SD;1875;Heteronemiidae;Familia;1;Insecta;Phasmatodea;Heteronemiidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CC14;94;M1.CC.14;Montaje en alfiler;Marin OH, Gomez wf;Marin OH, Gomez wf;26/02/2005;Colombia;Quindío;Circasia ;SD;SD;SD;1780;Heteronemiidae;Familia;1;Insecta;Phasmotodea;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC15;94;M1.CC.15;Montaje en alfiler;Gómez, D.;Gómez D., Cruz M.;09/05/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC16;94;M1.CC.16;Montaje en alfiler;Ospina, Deisy;Ospina,  Deisy;26/02/2005;Colombia;Quindío;Circasia ;SD;SD;SD;1780;Heteronemiidae;Familia;1;Insecta;Phasmodea;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC17;94;M1.CC.17;Montaje en alfiler;López M.,  Méndez D. ;Méndez D.,  Lopéz M.;10/05/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC18;94;M1.CC.18;Montaje en alfiler;Gómez, D.;Gómez D, Cruz M.;01/06/2008;Colombia;Quindío;Calarcá;San Rafael ;SD;SD;1490;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC19;94;M1.CC.19;Montaje en alfiler;Villarreal A.;Villarreal A. ;07/10/2007;Colombia;Quindío;Quimbaya;SD;SD;SD;1325;Pseudophasmatidae;Familia;1;Insecta;Phasmatodea;Pseudophasmatidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CC20;94;M1.CC.20;Montaje en alfiler;Ramírez L. D.;Ramírez L. D.;20/02/2005;Colombia;Quindío;Quimbaya;SD;SD;SD;1050;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC21;94;M1.CC.21;Montaje en alfiler;E. Cortes, L. gracia, E. Fernandez ;E. Cortes, L. gracia, E. Fernandez ;22/02/2009;Colombia;Risaralda ;Pereira ;SD;SD;SD;1411;Phasmida;Orden;1;Insecta;Phasmida;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC22;94;M1.CC.22;Montaje en alfiler;Gómez, D.;Gómez D., Cruz M.;09/05/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CC23;94;M1.CC.23;Montaje en alfiler;García R. ;Ospina D.;21/05/2005;Colombia;Quindío;Filandia;SD;SD;SD;1580;Heteronemiidae;Familia;1;Insecta;Plasmodea;Heteronemiidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC24;94;M1.CC.24;Montaje en alfiler;Girón A.;Sanchéz. L ;SD;Colombia;Quindío;Armenia ;SD;SD;SD;SD;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CC25;94;M1.CC.25;Montaje en alfiler;A. David;SD;00/2002;Colombia;Quindío;Filandia;SD;SD;SD;1800;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CC26;94;M1.CC.26;Montaje en alfiler;Marin O.H., Gomez W. F.;SD;26/02/2005;Colombia;Quindío;Circasia ;SD;SD;SD;1780;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC27;94;M1.CC.27;Montaje en alfiler;Bueno F.;SD;SD;Colombia;Quindío;Armenia ;SD;SD;SD;1600;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC28;94;M1.CC.28;Montaje en alfiler;Gómez D.,  Marín O.;Méndez D., Lopez M.;14/10/2007;Colombia;Quindío;Salento;SD;SD;SD;2100;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC29;94;M1.CC.29;Montaje en alfiler;Gómez D.,  Marín O.;Méndez D.,  Lopez M.;14/10/2007;Colombia;Quindío;Salento;SD;SD;SD;2100;Phasmatodea;Orden;1;Insecta;Phasmatodea;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC30;94;M1.CC.30;Montaje en alfiler;López M., Méndez D.;Méndez D.,  Lopez M.;03/04/2008;Colombia;Quindío;Armenia ;SD;SD;SD;1480;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC31;94;M1.CC.31;Montaje en alfiler;López M., Méndez D.;Méndez D.,  Lopez M.;10/05/2008;Colombia;Quindío;Quimbaya;SD;SD;SD;1100;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC32;94;M1.CC.32;Montaje en alfiler;Chica A., Guevara L.;SD;04/05/2008;Colombia;Quindío;Circasia ;SD;SD;SD;1700;Phasmatodea;Orden;1;Insecta;Phasmatodea;SD;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ.M1.CC33;94;M1.CC.33;Montaje en alfiler;Vargas R., Valencia H.;Vargas R., Valencia H.;14/05/2005;Colombia;Valle del Cauca;SD;SD;SD;SD;74;Heteronemidae;Familia;1;Insecta;Phasmida;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ.M1.CC34;94;M1.CC.34;Montaje en alfiler;Valencia J., Lopéz, P;Jenny Valencia y Paola López;02/04/2007;Colombia;Quindío;Calarcá;Santo domingo alto;SD;SD;SD;Heteronemidae;Familia;1;Insecta;Phasmatodea;Heteronemidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 01;94;M1. CD.01;Montaje en alfiler;Herrera;Barrero, Villegas;03/05/2008;Colombia ;QuindÍo ;Armenia;SD;SD;SD;1483;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 02;94;M1. CD.02;Montaje en alfiler;SD;SD;10/04/1991;SD;SD;SD;SD;SD;SD;SD;Orthoptera;Orden;1;Insecta;Orthoptera;SD;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 03;94;M1. CD.03;Montaje en alfiler;Gallego C., A. Gonzáles ;SD;09/05/1999;Colombia ;QuindÍo ;Pijao;Finca Esperanza;SD;SD;1830;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 04;94;M1. CD.04;Montaje en alfiler;F. Torres;SD;28/09/1997;Colombia ;QuindÍo ;Calarcá ;SD;SD;SD;1520;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 05;94;M1. CD.05;Montaje en alfiler;Castañeda C., Fonseca M.,  Gutiérrez G.;SD;26/06/1999;Colombia ;QuindÍo ;Armenia;Vereda San Juan ;SD;SD;1450;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 06;94;M1. CD.06;Montaje en alfiler;Gómez D.;Gómez D.,  Cruz M.;20/03/2008;Colombia ;QuindÍo ;Armenia;SD;SD;SD;1480;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 07;94;M1. CD.07;Montaje en alfiler;Molina J., F. Molano;F. Molano;26-30/ 05/2003;Colombia ;Choco;Acandí ;SD;SD;SD;3;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 08;94;M1. CD.08;Montaje en alfiler;Ramírez L, D;Ramírez L, D;16/04/2005;Colombia ;QuindÍo ;Circasia;SD;SD;SD;1780;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 09;94;M1. CD.09;Montaje en alfiler;M. Nararro;SD;15/09/1997;Colombia ;Risaralda;Pereira ;SD;SD;SD;1800;Tetigonidae;Familia;1;Insecta;Orthoptera;Tetigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 10;94;M1. CD.10;Montaje en alfiler;C. Castañeda, M. Fonseca, G. Gutiérrez;SD;25/04/1999;Colombia ;Valle del cauca ;Sevilla;SD;SD;SD;1620;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 11;94;M1. CD.11;Montaje en alfiler;C. Castañeda, M. Fonseca, G. Gutiérrez;SD;25/04/1999;Colombia ;QuindÍo ;Armenia;Vereda San Juan ;SD;SD;1450;Tetigonidae;Familia;1;Insecta;Orthoptera;Tetigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 12;94;M1. CD.12;Montaje en alfiler;C. Castañeda, M. Fonseca, G. Gutiérrez;SD;17/05/1999;Colombia ;QuindÍo ;Armenia;Vereda San Juan ;SD;SD;1450;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 13;94;M1. CD.13;Montaje en alfiler;SD;SD;11/09/1998;Colombia ;QuindÍo ;Armenia;SD;SD;SD;1450;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M1.CD 14;94;M1. CD.14;Montaje en alfiler;Sanchez L.;Sanchez L.;05/05/2005;Colombia ;QuindÍo ;Armenia;SD;SD;SD;SD;Tetigonidae;Familia;1;Insecta;Orthoptera;Tetigonidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M1.CD 15;94;M1. CD.15;Montaje en alfiler;R. Vargas,  M. Valencia ;Vargas R., M. Valencia ;14/05/2005;Colombia ;Valle del cauca ;Buenaventura;SD;SD;SD;74;Tetigonidae;Familia;1;Insecta;Orthoptera;Tetigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 16;94;M1. CD.16;Montaje en alfiler;Medina, Villán;SD;21/09/1997;Colombia ;SD;SD;V. meseta;SD;SD;2500;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M1.CD 17;94;M1. CD.17;Montaje en alfiler;Ramírez L, D;Ramirez L. D;20/02/2005;Colombia ;QuindÍo ;Quimbaya ;SD;SD;SD;1050;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Autodeclaración de la aplicación del art. 252 de la ley 1753 de 2015;MAUQ. M1.CD 18;94;M1. CD.18;Montaje en alfiler;Barrero;Barrero, Villegas;29/05/2008;Colombia ;QuindÍo ;Armenia;SD;SD;SD;1200;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
Resolución 00386, junio 20 de 2000. CRQ;MAUQ. M1.CD 19;94;M1. CD.19;Montaje en alfiler;Gómez. W., Marín. O;Gomez W.,  Marin O;15/05/2005;Colombia ;Valle del cauca ;Buenaventura;SD;SD;SD;70;Tettigonidae;Familia;1;Insecta;Orthoptera;Tettigonidae;SD;  ;SD
